VDD,Corner,Temperature,Power
0.6,FF,70,2.1494676973801563e-08
0.6,TT,0,5.4690622828965586e-09
0.6,FF,0,3.591784486688634e-09
0.8,TT,70,2.651641871866308e-08
0.8,FF,27,2.8736850747485933e-08
0.8,TT,27,1.1876224046043325e-08
0.8,FF,70,4.685999320903043e-08
0.8,TT,0,5.760282373800401e-09
0.8,FF,0,2.13754842427337e-08
0.55,TT,70,1.2687554603559677e-08
0.55,FF,27,1.0067347670188257e-08
0.55,TT,27,7.527396864856971e-09
0.55,FF,70,1.946782112912741e-08
0.55,TT,0,5.382091433753777e-09
0.55,FF,0,5.67405312002652e-09
0.7,TT,70,2.015903360513055e-08
0.7,FF,27,1.4301967780352056e-08
0.7,TT,27,8.732230724799728e-09
0.7,FF,70,2.9549482939111715e-08
0.7,TT,0,3.108160241638024e-09
0.7,FF,0,8.188343539397177e-09
0.65,TT,70,1.8069048539451306e-08
0.65,FF,27,1.031914545690236e-08
0.65,TT,27,8.804251905332742e-09
0.65,FF,70,2.441834537843922e-08
0.65,TT,0,4.0478481252650395e-09
0.65,FF,0,4.233196081229994e-09
0.75,TT,70,2.2691145304480053e-08
0.75,FF,27,2.097497854889963e-08
0.75,TT,27,9.554041241053674e-09
0.75,FF,70,3.7259933226198414e-08
0.75,TT,0,3.605365911657374e-09
0.75,FF,0,1.4385242674580633e-08
0.5,TT,70,9.597188829643126e-09
0.5,FF,27,9.226503942290697e-09
0.5,TT,27,4.879975106852146e-09
0.5,FF,70,1.6189517903721176e-08
0.5,TT,0,3.061835531935471e-09
0.5,FF,0,6.327138350935125e-09
0.8,FF,0,2.13754842427337e-08
0.8,FF,70,4.685999320903043e-08
0.8,TT,70,2.651641871866308e-08
0.8,TT,27,1.1876224046043325e-08
0.8,FF,27,2.8736850747485933e-08
0.8,TT,0,5.760282373800401e-09
0.75,FF,0,1.4385242674580633e-08
0.75,FF,70,3.7259933226198414e-08
0.75,TT,70,2.2691145304480053e-08
0.75,TT,27,9.554041241053674e-09
0.75,FF,27,2.097497854889963e-08
0.75,TT,0,3.605365911657374e-09
0.55,FF,0,5.67405312002652e-09
0.55,FF,70,1.946782112912741e-08
0.55,TT,70,1.2687554603559677e-08
0.55,TT,27,7.527396864856971e-09
0.55,FF,27,1.0067347670188257e-08
0.55,TT,0,5.382091433753777e-09
0.6,FF,0,3.591784486688634e-09
0.6,FF,70,2.1494676973801563e-08
0.6,TT,70,1.5651622787283914e-08
0.6,TT,27,8.881681380129298e-09
0.6,FF,27,9.395999454566622e-09
0.6,TT,0,5.4690622828965586e-09
0.7,FF,0,8.188343539397177e-09
0.7,FF,70,2.9549482939111715e-08
0.7,TT,70,2.015903360513055e-08
0.7,TT,27,8.732230724799728e-09
0.7,FF,27,1.4301967780352056e-08
0.7,TT,0,3.108160241638024e-09
0.65,FF,0,4.233196081229994e-09
0.65,FF,70,2.441834537843922e-08
0.65,TT,70,1.8069048539451306e-08
0.65,TT,27,8.804251905332742e-09
0.65,FF,27,1.0319145456902361e-08
0.65,TT,0,4.0478481252650395e-09
0.5,FF,0,6.327138350935125e-09
0.5,FF,70,1.6189517903721176e-08
0.5,TT,70,9.597188829643126e-09
0.5,TT,27,4.879975106852146e-09
0.5,FF,27,9.226503942290697e-09
0.5,TT,0,3.061835531935471e-09
0.8,FF,0,2.13754842427337e-08
0.8,FF,70,4.685999320903043e-08
0.8,TT,70,2.651641871866308e-08
0.8,TT,27,1.1876224046043325e-08
0.8,FF,27,2.8736850747485933e-08
0.8,TT,0,5.760282373800401e-09
0.75,FF,0,1.4385242674580633e-08
0.75,FF,70,3.7259933226198414e-08
0.75,TT,70,2.2691145304480053e-08
0.75,TT,27,9.554041241053674e-09
0.75,FF,27,2.097497854889963e-08
0.75,TT,0,3.605365911657374e-09
0.55,FF,0,5.67405312002652e-09
0.55,FF,70,1.946782112912741e-08
0.55,TT,70,1.2687554603559677e-08
0.55,TT,27,7.527396864856971e-09
0.55,FF,27,1.0067347670188257e-08
0.55,TT,0,5.382091433753777e-09
0.6,FF,0,3.591784486688634e-09
0.6,FF,70,2.1494676973801563e-08
0.6,TT,70,1.5651622787283914e-08
0.6,TT,27,8.881681380129298e-09
0.6,FF,27,9.395999454566622e-09
0.6,TT,0,5.4690622828965586e-09
0.7,FF,0,8.188343539397177e-09
0.7,FF,70,2.9549482939111715e-08
0.7,TT,70,2.015903360513055e-08
0.7,TT,27,8.732230724799728e-09
0.7,FF,27,1.4301967780352056e-08
0.7,TT,0,3.108160241638024e-09
0.65,FF,0,4.233196081229994e-09
0.65,FF,70,2.441834537843922e-08
0.65,TT,70,1.8069048539451306e-08
0.65,TT,27,8.804251905332742e-09
0.65,FF,27,1.0319145456902361e-08
0.65,TT,0,4.0478481252650395e-09
0.5,FF,0,6.327138350935125e-09
0.5,FF,70,1.6189517903721176e-08
0.5,TT,70,9.597188829643126e-09
0.5,TT,27,4.879975106852146e-09
0.5,FF,27,9.226503942290697e-09
0.50,TT,00,3.061835531935471e-09
